condition,model,sentence,target_phrase,avg_sentence_prob,target_phrase_prob,surprisal_after_mask
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-2.709627400385216,-3.602770725886027,25.005207015433406
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.652058076462708,-2.9559161588549614,26.012835480642913
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-3.3509266074332924,-3.0007119613389173,25.458434959043977
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-3.263223821607729,-2.521683073602617,27.798020900043692
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.183553020702675,-2.0820520172516503,27.108191608126933
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-5.051867021713406,-3.3451836109161377,24.203996255373063
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-4.076340156089929,-4.195818662643433,24.728559850839112
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-3.626996679852406,-4.124856948852539,24.984970848802284
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.040870069526136,-3.7513943910598755,25.658809881772424
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-4.982172402087599,-3.551117181777954,25.373756205203957
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-4.065576461040312,-2.671184092760086,25.651715941389636
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-3.6690946095105677,-4.608850955963135,26.520132017962336
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.110808284720406,-2.110277809202671,27.053988180019804
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-6.176126259645181,-7.139728546142578,25.001618769405805
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-5.389187486376613,-5.5994952917099,25.414949489738618
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-4.961094962316565,-9.378210067749023,25.918176229608022
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-4.029166750609875,-4.743094444274902,26.554412975793518
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.866792820127947,-1.2748816013336182,25.8903453091148
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.9221357743954286,-2.249748684465885,26.169292913647034
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-3.6547153636347502,-1.6280484199523926,26.84573507602063
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.0439762017793126,-1.8825522735714912,27.83677340679731
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-4.047001811276589,-0.5511009693145752,25.889872012859623
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.985330039751716,-2.2475254144519567,26.37022368430307
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-2.874916593078524,-0.9711320996284485,27.25031256735513
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.3570242278381355,-1.9825332881882787,27.789344719272968
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 티비를 봤다.,봤다,-4.094442773843184,-2.066810131072998,24.58123538452641
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-3.006480178071393,-3.112234976142645,24.790996432408345
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.1554931573983698,-2.54250431060791,26.10824595189677
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-1.8920585023239256,-1.5383166819810867,26.03374857098783
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 산책을 했다.,했다,-5.493135068033423,-2.7385740280151367,25.323468478091673
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-4.004050347554896,-3.9831905364990234,25.549616032947817
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 산책을 했다.,했다,-4.202995752100833,-3.9093070030212402,26.17162637425394
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-3.015746376826428,-3.2685084342956543,26.438736068961987
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.3903637864161285,-4.852812012036641,24.319100803942526
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.551248941104859,-3.247131824493408,25.536231655127068
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-3.7665487336926162,-5.673315525054932,25.290213912720837
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-2.6749458897393197,-2.6898626536130905,26.720501437245957
no_honorific,bert-kor-base,할머니가 어제 저녁에 혼자서 빨래를 널었다.,널었다,-4.311358564184047,-2.754146933555603,25.408997514157555
verb_only,bert-kor-base,할머니가 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.8686784566897483,-4.594470024108887,24.866481681663846
noun_only,bert-kor-base,할머니께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-3.0244635364247694,-2.0756931006908417,26.360694469584065
all_honorific,bert-kor-base,할머니께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-2.689410744979978,-3.496062437693278,26.503173152726056
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 책을 읽었다.,읽었다,-3.0020333767040737,-2.1606494588777423,27.828903480693825
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.10433667358011,-2.6325503873328366,26.561028116476304
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-3.191118221833474,-2.3360545784235,27.584245089160014
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.2369142211973667,-2.0014971743027368,27.143143986227084
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-3.6800380578885474,-3.855541706085205,26.35353999130817
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-2.9981758556328715,-3.8035919666290283,25.60809013424117
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-3.7747985960708723,-4.033380031585693,24.93995817355726
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.3139311713166535,-3.9239732027053833,25.27444103984491
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-3.3532742675807743,-2.5230159759521484,26.397680370548017
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.0518983899150043,-2.36849544942379,26.421342431584325
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-3.643125378009346,-3.727437973022461,25.904654265666586
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.1726128624286503,-2.0223547592759132,26.456066416724127
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-4.734155207173899,-7.709458351135254,25.90559810645452
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-4.010117208792104,-5.050310373306274,26.148068878669356
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-4.899900715216063,-8.721979141235352,25.47663209936647
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-4.126820471241242,-4.487752914428711,25.870860362702647
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 편지를 썼다.,썼다,-3.388158322079107,-1.0809242725372314,26.873571499958683
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-2.8061948355494275,-1.9074334651231766,27.12566779717701
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-3.5378957701614127,-1.4910387992858887,26.37966209218242
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.0828772267947593,-1.9203659445047379,27.176869096130677
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-2.6169182824669406,-0.5387529730796814,26.95950779094181
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.096918109493951,-2.0626081079244614,26.969980846448752
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-2.8676677513867617,-0.9228365421295166,26.419454750008455
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.416500284905649,-1.8699109219014645,26.92755479027271
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.070452574847473,-1.9522415399551392,25.739757300019324
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-1.7901020742952825,-1.6081148833036423,25.98874415091005
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.2972818877961902,-2.413536548614502,25.10598059367177
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.058637029491365,-1.3847087882459164,25.216401710692935
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 산책을 했다.,했다,-3.97818301722873,-2.659956693649292,26.040014242924062
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-2.940441844286397,-4.929875373840332,25.844584165373224
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 산책을 했다.,했다,-4.229096972965635,-3.8242478370666504,25.43831161303182
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-3.2033569109626114,-3.0792689323425293,25.7484032118435
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-3.465604468968443,-4.94612334171931,26.227323987631767
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-2.51292591416277,-3.443630814552307,26.841070906529232
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-3.7749737600203264,-5.581998805205028,25.56183918390994
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-2.6723450482822955,-2.7079895585775375,27.18030599742552
no_honorific,bert-kor-base,할아버지가 어제 저녁에 혼자서 빨래를 널었다.,널었다,-3.1008602887288563,-1.9225601851940155,25.66164140413623
verb_only,bert-kor-base,할아버지가 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-2.765475261118263,-4.349106947580974,24.80223171502391
noun_only,bert-kor-base,할아버지께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-3.1488513679554067,-2.0850258469581604,24.92387160432616
all_honorific,bert-kor-base,할아버지께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-2.7676707762293518,-3.4315768082936606,25.294759758148444
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.722694543655962,-2.748267193324864,24.227562006124888
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-3.577879091103872,-3.4434288380046687,24.6551246347819
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.623589145485312,-2.824326492846012,23.860641836023312
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-3.2676638362722263,-2.8639295734465122,24.716490796332163
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-4.647829844150692,-2.9719908237457275,24.044481658767204
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-4.020420528534386,-4.540232419967651,24.92849449798135
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-4.850705384742469,-3.4458131790161133,23.71822093905201
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-4.055930168678363,-4.556551814079285,24.57774344878329
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-5.259796035243198,-2.892256736755371,24.612852675061028
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-4.81436528917402,-2.8384915739297867,26.035088659803353
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-5.025115010794252,-3.551879405975342,24.573464520429827
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-4.273218419040656,-2.6985244005918503,25.819070195152424
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-6.081610081717372,-7.809819221496582,24.19368004804371
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-5.515652128960937,-7.172661781311035,25.027311601583502
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-6.138246079374637,-8.91309928894043,23.61823985686882
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-5.196253868285567,-6.972059011459351,24.462311445246588
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 편지를 썼다.,썼다,-5.454296583043678,-1.317553162574768,23.96990998135309
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-4.6373442907352,-2.3258137330412865,23.691859438327757
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-5.240703676960298,-2.1665663719177246,23.57172474118586
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-4.1827277017291635,-2.531208947300911,23.69729409009502
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-4.474688389604645,-0.6884583830833435,24.406586314644624
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-3.381962019135244,-2.3782592676579952,24.581653646333308
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-4.187149232253432,-1.26624596118927,24.09677814324157
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-3.0434669596143067,-2.133137060329318,24.68328576196478
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 티비를 봤다.,봤다,-4.4166797627694905,-2.090358018875122,22.598036020228225
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-3.3436759031481214,-3.23902739956975,23.84433237727669
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-4.591054010670632,-2.5020394325256348,22.67904397636823
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-3.235423351327578,-2.7774146795272827,23.633938433239578
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 산책을 했다.,했다,-5.9574683875377685,-3.060957670211792,23.597552407761835
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-4.859238014955606,-4.6906890869140625,25.468850228380226
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 산책을 했다.,했다,-5.762267657954778,-4.041711807250977,23.10788615594766
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-4.449240588050868,-3.6850738525390625,25.46765873257505
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.584259356558323,-5.018171896537145,22.74524904178317
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.547573629559742,-3.0192693322896957,23.62262335067401
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.590381106641144,-5.2614549199740095,22.78511874783679
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.2878664165942206,-2.6969981491565704,23.28132446796737
no_honorific,bert-kor-base,사장님이 어제 저녁에 혼자서 빨래를 널었다.,널었다,-4.937309828354046,-3.0387178361415863,23.995102000051475
verb_only,bert-kor-base,사장님이 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-4.51375730511629,-4.9404215812683105,24.40030688409632
noun_only,bert-kor-base,사장님께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-4.8654660598840564,-3.109755903482437,23.453419939449144
all_honorific,bert-kor-base,사장님께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-4.186845118283397,-4.47559388478597,24.15234917738836
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 책을 읽었다.,읽었다,-3.2787200595355697,-1.7384994304738939,26.351448682273677
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.2855429286137223,-2.7341468458374343,26.135796196703787
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-2.9916236916556955,-1.6786435432732105,25.833860703126625
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.2513127165253866,-1.7913796578844388,27.082663879294063
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-3.1865053735673428,-2.6484293937683105,26.783160908330707
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-2.7435310019180177,-3.3286542892456055,26.39778493599974
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-3.64500360712409,-5.3347272872924805,25.743708773405547
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-2.9894048144871537,-3.7308720350265503,27.201087005094575
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-3.7759937789912024,-3.2266347408294678,26.21912660656104
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.5335580432787537,-3.110357344150543,26.102725996734677
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-3.712854616343975,-4.193942546844482,26.60847331433513
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.322973318651996,-2.0878736153244972,27.431527246916254
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-5.092508669011295,-8.131448745727539,25.827308852059357
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-3.8076290003955364,-5.461984872817993,25.309624562627818
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-4.709222336403197,-8.791885375976562,25.221016349180886
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-3.9849281791597604,-4.794073581695557,25.301325367827783
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.396593747544102,-0.749517023563385,25.313251332769212
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-2.8842716506785817,-1.5007170215249062,24.905823057014015
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-3.907670628900329,-1.201269268989563,25.40332346254029
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-2.941135851293802,-1.1712984144687653,25.250341454944806
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-3.2519811757374555,-0.47584739327430725,27.458004319981885
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.288478100568884,-2.2871904838830233,27.887446375047528
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-2.9952328445182905,-0.5690613389015198,27.70920905913814
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.324915746692568,-1.4061960140243173,28.176514814617736
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.174276225682762,-1.2469370365142822,26.028250629605047
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.1388395991176368,-1.7819413654506207,25.77570304991086
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.221092960238457,-2.1955718994140625,25.345996829493494
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.28673062405803,-1.2575909867882729,26.7431536161564
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 산책을 했다.,했다,-4.639432722236961,-2.5137383937835693,26.439030503260263
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-3.8184159086085856,-4.872255325317383,26.31979561934768
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 산책을 했다.,했다,-4.408495497786337,-3.5655741691589355,25.85274852577498
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-3.325062272242374,-2.2957730293273926,26.562555322415967
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.0156315983357755,-4.958144148190816,25.638191225725784
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-2.8298919555731117,-3.918040379881859,25.174875467746205
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-3.769785888803502,-5.177650660276413,24.70664513353557
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-2.7657477944581346,-2.402042143046856,26.406587696001502
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 빨래를 널었다.,널었다,-3.6505379709932537,-1.5188633501529694,25.28482604023461
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.1705045324750243,-4.83297332127889,24.801684122263566
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-3.0044956214725973,-1.6028458774089813,25.14193184700813
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-2.780394924042577,-3.035930951436361,25.867822461157807
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.070705246283776,-1.9623628510162234,24.733080930764995
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.6561424570158123,-1.9750233391920726,24.39107760712042
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.061220638971362,-2.306359013542533,25.2739209643087
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.7052532280795276,-1.6696769520640373,25.173246448077233
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-4.260019805696276,-2.936950206756592,23.93504290664777
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.4555916102603077,-3.4866538047790527,24.011664617260166
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-4.310347970161173,-3.7747552394866943,24.133398065124485
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.6925105921924115,-3.61235773563385,24.853364220917236
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-4.453886801480419,-3.5642993450164795,24.975694792545347
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.70597106567584,-1.924983374774456,25.2645926253259
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-4.664035441871318,-5.135426998138428,25.318042081491647
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.88922524638474,-2.170489825308323,25.64141624439476
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-5.741808102466166,-8.86772346496582,24.023213596230907
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-4.477645622359382,-5.038464784622192,23.954412280718543
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-5.778669954277575,-9.876216888427734,24.239897977705976
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-4.604099384612507,-4.763935565948486,24.568728806155665
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.875720648211427,-1.1195698976516724,24.787408186380745
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.5608865422093205,-1.5595441870391369,25.211998954830847
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.684584495611489,-1.5851693153381348,24.895996656274317
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.668172946303255,-1.8677811436355114,26.202822651259247
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-3.9311420078156516,-0.4197436273097992,25.353572321298696
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.8058244232088327,-1.722132538445294,25.615665626046376
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-3.774122547940351,-0.906218945980072,25.97712087543414
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.9324419115566545,-1.8107390981167555,26.623792153012783
